format,version,record_type,group_index,point_index,action,x_mm,y_mm,z_mm,payload_json
segment_planner_bundle,2,TRAJECTORY,,85,,0.000000,0.000000,14.450000,
segment_planner_bundle,2,TRAJECTORY,,86,,0.000000,0.000000,14.650000,
segment_planner_bundle,2,TRAJECTORY,,87,,0.000000,0.000000,14.750000,
segment_planner_bundle,2,TRAJECTORY,,88,,0.000000,0.000000,14.950000,
segment_planner_bundle,2,TRAJECTORY,,89,,0.000000,0.000000,15.150000,
segment_planner_bundle,2,TRAJECTORY,,90,,0.000000,0.000000,15.350000,
segment_planner_bundle,2,TRAJECTORY,,91,,0.000000,0.000000,15.450000,
segment_planner_bundle,2,TRAJECTORY,,92,,0.000000,0.000000,15.650000,
segment_planner_bundle,2,TRAJECTORY,,93,,0.000000,0.000000,15.850000,
segment_planner_bundle,2,TRAJECTORY,,94,,0.000000,0.000000,15.950000,
segment_planner_bundle,2,TRAJECTORY,,95,,0.000000,0.000000,16.150000,
segment_planner_bundle,2,TRAJECTORY,,96,,0.000000,0.000000,16.250000,
segment_planner_bundle,2,TRAJECTORY,,97,,0.000000,0.000000,16.350000,
segment_planner_bundle,2,TRAJECTORY,,98,,0.000000,0.000000,16.450000,
segment_planner_bundle,2,TRAJECTORY,,99,,0.000000,0.000000,16.550000,
segment_planner_bundle,2,TRAJECTORY,,100,,0.000000,0.000000,16.750000,
segment_planner_bundle,2,TRAJECTORY,,101,,0.000000,0.000000,16.850000,
segment_planner_bundle,2,TRAJECTORY,,102,,0.000000,0.000000,16.950000,
segment_planner_bundle,2,TRAJECTORY,,103,,0.000000,0.000000,17.050000,
segment_planner_bundle,2,TRAJECTORY,,104,,0.000000,0.000000,17.250000,
segment_planner_bundle,2,TRAJECTORY,,105,,0.000000,0.000000,17.350000,
segment_planner_bundle,2,TRAJECTORY,,106,,0.000000,0.000000,17.550000,
segment_planner_bundle,2,TRAJECTORY,,107,,0.000000,0.000000,17.650000,
segment_planner_bundle,2,TRAJECTORY,,108,,0.000000,0.000000,17.750000,
segment_planner_bundle,2,TRAJECTORY,,109,,0.000000,0.000000,17.850000,
segment_planner_bundle,2,TRAJECTORY,,110,,0.000000,0.000000,17.950000,
segment_planner_bundle,2,TRAJECTORY,,111,,0.000000,0.000000,18.050000,
segment_planner_bundle,2,TRAJECTORY,,112,,0.000000,0.000000,18.250000,
segment_planner_bundle,2,TRAJECTORY,,113,,0.000000,0.000000,18.350000,
segment_planner_bundle,2,TRAJECTORY,,114,,0.000000,0.000000,18.450000,
segment_planner_bundle,2,TRAJECTORY,,115,,0.000000,0.000000,18.550000,
segment_planner_bundle,2,TRAJECTORY,,116,,0.000000,0.000000,18.750000,
segment_planner_bundle,2,TRAJECTORY,,117,,0.000000,0.000000,18.850000,
segment_planner_bundle,2,TRAJECTORY,,118,,0.000000,0.000000,19.050000,
segment_planner_bundle,2,TRAJECTORY,,119,,0.000000,0.000000,19.150000,
segment_planner_bundle,2,TRAJECTORY,,120,,0.000000,0.000000,19.250000,
segment_planner_bundle,2,TRAJECTORY,,121,,0.000000,0.000000,19.450000,
segment_planner_bundle,2,TRAJECTORY,,122,,0.000000,0.000000,19.550000,
segment_planner_bundle,2,TRAJECTORY,,123,,0.000000,0.000000,19.650000,
segment_planner_bundle,2,TRAJECTORY,,124,,0.000000,0.000000,19.750000,
segment_planner_bundle,2,TRAJECTORY,,125,,0.000000,0.000000,19.850000,
segment_planner_bundle,2,TRAJECTORY,,126,,0.000000,0.000000,19.950000,
segment_planner_bundle,2,TRAJECTORY,,127,,0.000000,0.000000,20.050000,
segment_planner_bundle,2,TRAJECTORY,,128,,0.000000,0.000000,20.150000,
segment_planner_bundle,2,TRAJECTORY,,129,,0.000000,0.000000,20.250000,
segment_planner_bundle,2,TRAJECTORY,,130,,0.000000,0.000000,20.350000,
segment_planner_bundle,2,TRAJECTORY,,131,,0.000000,0.000000,20.450000,
segment_planner_bundle,2,TRAJECTORY,,132,,0.000000,0.000000,20.550000,
segment_planner_bundle,2,TRAJECTORY,,133,,0.000000,0.000000,20.650000,
segment_planner_bundle,2,TRAJECTORY,,134,,0.000000,0.000000,20.750000,
segment_planner_bundle,2,TRAJECTORY,,135,,0.000000,0.000000,20.950000,
segment_planner_bundle,2,TRAJECTORY,,136,,0.000000,0.000000,21.050000,
segment_planner_bundle,2,TRAJECTORY,,137,,0.000000,0.000000,21.250000,
segment_planner_bundle,2,TRAJECTORY,,138,,0.000000,0.000000,21.350000,
segment_planner_bundle,2,TRAJECTORY,,139,,0.000000,0.000000,21.550000,
segment_planner_bundle,2,TRAJECTORY,,140,,0.000000,0.000000,21.650000,
segment_planner_bundle,2,TRAJECTORY,,141,,0.000000,0.000000,21.750000,
segment_planner_bundle,2,TRAJECTORY,,142,,0.000000,0.000000,21.850000,
segment_planner_bundle,2,TRAJECTORY,,143,,0.000000,0.000000,21.950000,
segment_planner_bundle,2,TRAJECTORY,,144,,0.000000,0.000000,22.050000,
segment_planner_bundle,2,TRAJECTORY,,145,,0.000000,0.000000,22.250000,
segment_planner_bundle,2,TRAJECTORY,,146,,0.000000,0.000000,22.350000,
segment_planner_bundle,2,TRAJECTORY,,147,,0.000000,0.000000,22.550000,
segment_planner_bundle,2,TRAJECTORY,,148,,0.000000,0.000000,22.750000,
segment_planner_bundle,2,TRAJECTORY,,149,,0.000000,0.000000,22.850000,
segment_planner_bundle,2,TRAJECTORY,,150,,0.000000,0.000000,22.950000,
segment_planner_bundle,2,TRAJECTORY,,151,,0.000000,0.000000,23.150000,
segment_planner_bundle,2,TRAJECTORY,,152,,0.000000,0.000000,23.350000,
segment_planner_bundle,2,TRAJECTORY,,153,,0.000000,0.000000,23.450000,
segment_planner_bundle,2,TRAJECTORY,,154,,0.000000,0.000000,23.650000,
segment_planner_bundle,2,TRAJECTORY,,155,,0.000000,0.000000,23.850000,
segment_planner_bundle,2,TRAJECTORY,,156,,0.000000,0.000000,23.950000,
segment_planner_bundle,2,TRAJECTORY,,157,,0.000000,0.000000,24.050000,
segment_planner_bundle,2,TRAJECTORY,,158,,0.000000,0.000000,24.150000,
segment_planner_bundle,2,TRAJECTORY,,159,,0.000000,0.000000,24.350000,
segment_planner_bundle,2,TRAJECTORY,,160,,0.000000,0.000000,24.450000,
segment_planner_bundle,2,TRAJECTORY,,161,,0.000000,0.000000,24.650000,
segment_planner_bundle,2,TRAJECTORY,,162,,0.000000,0.000000,24.850000,
segment_planner_bundle,2,TRAJECTORY,,163,,0.000000,0.000000,24.950000,
segment_planner_bundle,2,TRAJECTORY,,164,,0.000000,0.000000,25.050000,
segment_planner_bundle,2,TRAJECTORY,,165,,0.000000,0.000000,25.150000,
segment_planner_bundle,2,TRAJECTORY,,166,,0.000000,0.000000,25.350000,
segment_planner_bundle,2,TRAJECTORY,,167,,0.000000,0.000000,25.450000,
segment_planner_bundle,2,TRAJECTORY,,168,,0.000000,0.000000,25.650000,
segment_planner_bundle,2,TRAJECTORY,,169,,0.000000,0.000000,25.750000,
segment_planner_bundle,2,TRAJECTORY,,170,,0.000000,0.000000,25.950000,
segment_planner_bundle,2,TRAJECTORY,,171,,0.000000,0.000000,26.050000,
segment_planner_bundle,2,TRAJECTORY,,172,,0.000000,0.000000,26.150000,
segment_planner_bundle,2,TRAJECTORY,,173,,0.000000,0.000000,26.350000,
segment_planner_bundle,2,TRAJECTORY,,174,,0.000000,0.000000,26.450000,
segment_planner_bundle,2,TRAJECTORY,,175,,0.000000,0.000000,26.550000,
segment_planner_bundle,2,TRAJECTORY,,176,,0.000000,0.000000,26.650000,
segment_planner_bundle,2,TRAJECTORY,,177,,0.000000,0.000000,26.750000,
segment_planner_bundle,2,TRAJECTORY,,178,,0.000000,0.000000,26.850000,
segment_planner_bundle,2,TRAJECTORY,,179,,0.000000,0.000000,26.950000,
segment_planner_bundle,2,TRAJECTORY,,180,,0.000000,0.000000,27.050000,
segment_planner_bundle,2,TRAJECTORY,,181,,0.000000,0.000000,27.150000,
segment_planner_bundle,2,TRAJECTORY,,182,,0.000000,0.000000,27.350000,
segment_planner_bundle,2,TRAJECTORY,,183,,0.000000,0.000000,27.450000,
segment_planner_bundle,2,TRAJECTORY,,184,,0.000000,0.000000,27.650000,
segment_planner_bundle,2,TRAJECTORY,,185,,0.000000,0.000000,27.850000,
segment_planner_bundle,2,TRAJECTORY,,186,,0.000000,0.000000,27.950000,
segment_planner_bundle,2,TRAJECTORY,,187,,0.000000,0.000000,28.050000,
segment_planner_bundle,2,TRAJECTORY,,188,,0.000000,0.000000,28.150000,
segment_planner_bundle,2,TRAJECTORY,,189,,0.000000,0.000000,28.350000,
segment_planner_bundle,2,TRAJECTORY,,190,,0.000000,0.000000,28.450000,
segment_planner_bundle,2,TRAJECTORY,,191,,0.000000,0.000000,28.550000,
segment_planner_bundle,2,TRAJECTORY,,192,,0.000000,0.000000,28.650000,
segment_planner_bundle,2,TRAJECTORY,,193,,0.000000,0.000000,28.850000,
segment_planner_bundle,2,TRAJECTORY,,194,,0.000000,0.000000,28.950000,
segment_planner_bundle,2,TRAJECTORY,,195,,0.000000,0.000000,29.150000,
segment_planner_bundle,2,TRAJECTORY,,196,,0.000000,0.000000,29.350000,
segment_planner_bundle,2,TRAJECTORY,,197,,0.000000,0.000000,29.450000,
segment_planner_bundle,2,TRAJECTORY,,198,,0.000000,0.000000,29.650000,
segment_planner_bundle,2,TRAJECTORY,,199,,0.000000,0.000000,29.850000,
segment_planner_bundle,2,TRAJECTORY,,200,,0.000000,0.000000,29.950000,
segment_planner_bundle,2,TRAJECTORY,,201,,0.000000,0.000000,30.050000,
segment_planner_bundle,2,TRAJECTORY,,202,,0.000000,0.000000,30.150000,
segment_planner_bundle,2,TRAJECTORY,,203,,0.000000,0.000000,30.350000,
segment_planner_bundle,2,TRAJECTORY,,204,,0.000000,0.000000,30.450000,
segment_planner_bundle,2,TRAJECTORY,,205,,0.000000,0.000000,30.550000,
segment_planner_bundle,2,TRAJECTORY,,206,,0.000000,0.000000,30.650000,
segment_planner_bundle,2,TRAJECTORY,,207,,0.000000,0.000000,30.850000,
segment_planner_bundle,2,TRAJECTORY,,208,,0.000000,0.000000,30.950000,
segment_planner_bundle,2,TRAJECTORY,,209,,0.000000,0.000000,31.150000,
segment_planner_bundle,2,TRAJECTORY,,210,,0.000000,0.000000,31.350000,
segment_planner_bundle,2,TRAJECTORY,,211,,0.000000,0.000000,31.450000,
segment_planner_bundle,2,TRAJECTORY,,212,,0.000000,0.000000,31.550000,
segment_planner_bundle,2,TRAJECTORY,,213,,0.000000,0.000000,31.650000,
segment_planner_bundle,2,TRAJECTORY,,214,,0.000000,0.000000,31.850000,
segment_planner_bundle,2,TRAJECTORY,,215,,0.000000,0.000000,31.950000,
segment_planner_bundle,2,TRAJECTORY,,216,,0.000000,0.000000,32.150000,
segment_planner_bundle,2,TRAJECTORY,,217,,0.000000,0.000000,32.350000,
segment_planner_bundle,2,TRAJECTORY,,218,,0.000000,0.000000,32.450000,
segment_planner_bundle,2,TRAJECTORY,,219,,0.000000,0.000000,32.550000,
segment_planner_bundle,2,TRAJECTORY,,220,,0.000000,0.000000,32.650000,
segment_planner_bundle,2,TRAJECTORY,,221,,0.000000,0.000000,32.850000,
segment_planner_bundle,2,TRAJECTORY,,222,,0.000000,0.000000,32.950000,
segment_planner_bundle,2,TRAJECTORY,,223,,0.000000,0.000000,33.050000,
segment_planner_bundle,2,TRAJECTORY,,224,,0.000000,0.000000,33.150000,
segment_planner_bundle,2,TRAJECTORY,,225,,0.000000,0.000000,33.250000,
segment_planner_bundle,2,TRAJECTORY,,226,,0.000000,0.000000,33.450000,
segment_planner_bundle,2,TRAJECTORY,,227,,0.000000,0.000000,33.550000,
segment_planner_bundle,2,TRAJECTORY,,228,,0.000000,0.000000,33.650000,
segment_planner_bundle,2,TRAJECTORY,,229,,0.000000,0.000000,33.750000,
segment_planner_bundle,2,TRAJECTORY,,230,,0.000000,0.000000,33.850000,
segment_planner_bundle,2,TRAJECTORY,,231,,0.000000,0.000000,33.950000,
segment_planner_bundle,2,TRAJECTORY,,232,,0.000000,0.000000,34.050000,
segment_planner_bundle,2,TRAJECTORY,,233,,0.000000,0.000000,34.250000,
segment_planner_bundle,2,TRAJECTORY,,234,,0.000000,0.000000,34.350000,
segment_planner_bundle,2,TRAJECTORY,,235,,0.000000,0.000000,34.450000,
segment_planner_bundle,2,TRAJECTORY,,236,,0.000000,0.000000,34.550000,
segment_planner_bundle,2,TRAJECTORY,,237,,0.000000,0.000000,34.650000,
segment_planner_bundle,2,TRAJECTORY,,238,,0.000000,0.000000,34.750000,
segment_planner_bundle,2,TRAJECTORY,,239,,0.000000,0.000000,34.850000,
segment_planner_bundle,2,TRAJECTORY,,240,,0.000000,0.000000,35.050000,
segment_planner_bundle,2,TRAJECTORY,,241,,0.000000,0.000000,35.150000,
segment_planner_bundle,2,TRAJECTORY,,242,,0.000000,0.000000,35.250000,
segment_planner_bundle,2,TRAJECTORY,,243,,0.000000,0.000000,35.350000,
segment_planner_bundle,2,TRAJECTORY,,244,,0.000000,0.000000,35.450000,
segment_planner_bundle,2,TRAJECTORY,,245,,0.000000,0.000000,35.650000,
segment_planner_bundle,2,TRAJECTORY,,246,,0.000000,0.000000,35.750000,
segment_planner_bundle,2,TRAJECTORY,,247,,0.000000,0.000000,35.850000,
segment_planner_bundle,2,TRAJECTORY,,248,,0.000000,0.000000,36.050000,
segment_planner_bundle,2,TRAJECTORY,,249,,0.000000,0.000000,36.250000,
segment_planner_bundle,2,TRAJECTORY,,250,,0.000000,0.000000,36.350000,
segment_planner_bundle,2,TRAJECTORY,,251,,0.000000,0.000000,36.550000,
segment_planner_bundle,2,TRAJECTORY,,252,,0.000000,0.000000,36.650000,
segment_planner_bundle,2,TRAJECTORY,,253,,0.000000,0.000000,36.750000,
segment_planner_bundle,2,TRAJECTORY,,254,,0.000000,0.000000,36.850000,
segment_planner_bundle,2,TRAJECTORY,,255,,0.000000,0.000000,37.050000,
segment_planner_bundle,2,TRAJECTORY,,256,,0.000000,0.000000,37.150000,
segment_planner_bundle,2,TRAJECTORY,,257,,0.000000,0.000000,37.250000,
segment_planner_bundle,2,TRAJECTORY,,258,,0.000000,0.000000,37.350000,
segment_planner_bundle,2,TRAJECTORY,,259,,0.000000,0.000000,37.550000,
segment_planner_bundle,2,TRAJECTORY,,260,,0.000000,0.000000,37.750000,
segment_planner_bundle,2,TRAJECTORY,,261,,0.000000,0.000000,37.850000,
segment_planner_bundle,2,TRAJECTORY,,262,,0.000000,0.000000,38.050000,
segment_planner_bundle,2,TRAJECTORY,,263,,0.000000,0.000000,38.150000,
segment_planner_bundle,2,TRAJECTORY,,264,,0.000000,0.000000,38.250000,
segment_planner_bundle,2,TRAJECTORY,,265,,0.000000,0.000000,38.350000,
segment_planner_bundle,2,TRAJECTORY,,266,,0.000000,0.000000,38.550000,
segment_planner_bundle,2,TRAJECTORY,,267,,0.000000,0.000000,38.650000,
segment_planner_bundle,2,TRAJECTORY,,268,,0.000000,0.000000,38.750000,
segment_planner_bundle,2,TRAJECTORY,,269,,0.000000,0.000000,38.850000,
segment_planner_bundle,2,TRAJECTORY,,270,,0.000000,0.000000,39.050000,
segment_planner_bundle,2,TRAJECTORY,,271,,0.000000,0.000000,39.150000,
segment_planner_bundle,2,TRAJECTORY,,272,,0.000000,0.000000,39.250000,
segment_planner_bundle,2,TRAJECTORY,,273,,0.000000,0.000000,39.350000,
segment_planner_bundle,2,TRAJECTORY,,274,,0.000000,0.000000,39.550000,
segment_planner_bundle,2,TRAJECTORY,,275,,0.000000,0.000000,39.750000,
segment_planner_bundle,2,TRAJECTORY,,276,,0.000000,0.000000,39.850000,
segment_planner_bundle,2,TRAJECTORY,,277,,0.000000,0.000000,40.050000,
segment_planner_bundle,2,TRAJECTORY,,278,,0.000000,0.000000,40.150000,
segment_planner_bundle,2,TRAJECTORY,,279,,0.000000,0.000000,40.250000,
segment_planner_bundle,2,TRAJECTORY,,280,,0.000000,0.000000,40.350000,
segment_planner_bundle,2,TRAJECTORY,,281,,0.000000,0.000000,40.550000,
segment_planner_bundle,2,TRAJECTORY,,282,,0.000000,0.000000,40.650000,
segment_planner_bundle,2,TRAJECTORY,,283,,0.000000,0.000000,40.750000,
segment_planner_bundle,2,TRAJECTORY,,284,,0.000000,0.000000,40.850000,
segment_planner_bundle,2,TRAJECTORY,,285,,0.000000,0.000000,41.050000,
segment_planner_bundle,2,TRAJECTORY,,286,,0.000000,0.000000,41.150000,
segment_planner_bundle,2,TRAJECTORY,,287,,0.000000,0.000000,41.250000,
segment_planner_bundle,2,TRAJECTORY,,288,,0.000000,0.000000,41.350000,
segment_planner_bundle,2,TRAJECTORY,,289,,0.000000,0.000000,41.550000,
segment_planner_bundle,2,TRAJECTORY,,290,,0.000000,0.000000,41.650000,
segment_planner_bundle,2,TRAJECTORY,,291,,0.000000,0.000000,41.750000,
segment_planner_bundle,2,TRAJECTORY,,292,,0.000000,0.000000,41.850000,
segment_planner_bundle,2,TRAJECTORY,,293,,0.000000,0.000000,42.050000,
segment_planner_bundle,2,TRAJECTORY,,294,,0.000000,0.000000,42.150000,
segment_planner_bundle,2,TRAJECTORY,,295,,0.000000,0.000000,42.250000,
segment_planner_bundle,2,TRAJECTORY,,296,,0.000000,0.000000,42.350000,
segment_planner_bundle,2,TRAJECTORY,,297,,0.000000,0.000000,42.550000,
segment_planner_bundle,2,TRAJECTORY,,298,,0.000000,0.000000,42.650000,
segment_planner_bundle,2,TRAJECTORY,,299,,0.000000,0.000000,42.750000,
segment_planner_bundle,2,TRAJECTORY,,300,,0.000000,0.000000,42.850000,
segment_planner_bundle,2,TRAJECTORY,,301,,0.000000,0.000000,43.050000,
segment_planner_bundle,2,TRAJECTORY,,302,,0.000000,0.000000,43.250000,
segment_planner_bundle,2,TRAJECTORY,,303,,0.000000,0.000000,43.350000,
segment_planner_bundle,2,TRAJECTORY,,304,,0.000000,0.000000,43.550000,
segment_planner_bundle,2,TRAJECTORY,,305,,0.000000,0.000000,43.750000,
segment_planner_bundle,2,TRAJECTORY,,306,,0.000000,0.000000,43.850000,
segment_planner_bundle,2,TRAJECTORY,,307,,0.000000,0.000000,44.050000,
segment_planner_bundle,2,TRAJECTORY,,308,,0.000000,0.000000,44.250000,
segment_planner_bundle,2,TRAJECTORY,,309,,0.000000,0.000000,44.350000,
segment_planner_bundle,2,TRAJECTORY,,310,,0.000000,0.000000,44.550000,
segment_planner_bundle,2,TRAJECTORY,,311,,0.000000,0.000000,44.750000,
segment_planner_bundle,2,TRAJECTORY,,312,,0.000000,0.000000,44.850000,
segment_planner_bundle,2,TRAJECTORY,,313,,0.000000,0.000000,45.050000,
segment_planner_bundle,2,TRAJECTORY,,314,,0.000000,0.000000,45.250000,
segment_planner_bundle,2,TRAJECTORY,,315,,0.000000,0.000000,45.350000,
segment_planner_bundle,2,TRAJECTORY,,316,,0.000000,0.000000,45.550000,
segment_planner_bundle,2,TRAJECTORY,,317,,0.000000,0.000000,45.750000,
segment_planner_bundle,2,TRAJECTORY,,318,,0.000000,0.000000,45.850000,
segment_planner_bundle,2,TRAJECTORY,,319,,0.000000,0.000000,45.950000,
segment_planner_bundle,2,TRAJECTORY,,320,,0.000000,0.000000,46.050000,
segment_planner_bundle,2,TRAJECTORY,,321,,0.000000,0.000000,46.250000,
segment_planner_bundle,2,TRAJECTORY,,322,,0.000000,0.000000,46.350000,
segment_planner_bundle,2,TRAJECTORY,,323,,0.000000,0.000000,46.450000,
segment_planner_bundle,2,TRAJECTORY,,324,,0.000000,0.000000,46.550000,
segment_planner_bundle,2,TRAJECTORY,,325,,0.000000,0.000000,46.750000,
segment_planner_bundle,2,TRAJECTORY,,326,,0.000000,0.000000,46.850000,
segment_planner_bundle,2,TRAJECTORY,,327,,0.000000,0.000000,46.950000,
segment_planner_bundle,2,TRAJECTORY,,328,,0.000000,0.000000,47.050000,
segment_planner_bundle,2,TRAJECTORY,,329,,0.000000,0.000000,47.250000,
